Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Region,Sales_Channel,Payment_Method
ORD00195,2026-03-21,C0067,P108,5,123.17,0.15,East,Online,Card
ORD00169,2026-03-22,C0040,P118,2,9948.27,0.05,East,Online,UPI
ORD00981,2026-03-22,C0003,P103,2,161.5,0.05,East,Store,Cash
ORD00932,2026-03-22,C0013,P108,3,98.22,0.0,South,Online,Net Banking
ORD00823,2026-03-22,C0074,P112,4,1805.2,0.15,South,Store,Cash
ORD00250,2026-03-22,C0098,P114,1,250.38,0.05,North,Store,Cash
ORD00680,2026-03-22,C0114,P116,4,417.33,0.0,South,Online,UPI
ORD00154,2026-03-23,C0142,P120,7,379.32,0.1,North,Store,UPI
ORD00797,2026-03-23,C0034,P107,4,78.26,0.05,North,Online,UPI
ORD00048,2026-03-23,C0126,P102,4,415.79,0.0,West,Online,Card
ORD00324,2026-03-24,C0101,P119,1,559.05,0.0,East,Online,Net Banking
ORD00977,2026-03-24,C0145,P113,6,2295.41,0.05,West,Online,UPI
ORD00100,2026-03-24,C0171,P114,7,231.23,0.15,South,Online,UPI
ORD00470,2026-03-24,C0127,P112,2,1933.21,0.05,East,Online,UPI
ORD00423,2026-03-25,C0161,P109,4,350.87,0.05,West,Online,UPI
ORD00681,2026-03-25,C0145,P119,5,592.06,0.1,South,Store,UPI
ORD00178,2026-03-25,C0176,P113,2,2379.19,0.05,North,Store,Card
ORD00142,2026-03-26,C0178,P103,1,158.4,0.0,South,Online,UPI
ORD00068,2026-03-26,C0121,P106,3,44.36,0.0,South,Online,UPI
ORD00859,2026-03-26,C0125,P102,4,398.42,0.05,East,Online,Card
ORD00789,2026-03-26,C0025,P106,6,48.64,0.05,North,Online,Card
ORD00102,2026-03-26,C0198,P107,2,85.7,0.15,East,Online,Card
ORD00072,2026-03-27,C0103,P102,2,460.45,0.15,East,Online,UPI
ORD00532,2026-03-27,C0117,P107,3,73.32,0.0,West,Online,UPI
ORD00299,2026-03-27,C0174,P103,7,167.06,0.1,West,Online,UPI
ORD00820,2026-03-27,C0007,P108,3,103.38,0.05,West,Online,UPI
ORD00686,2026-03-27,C0076,P119,4,568.17,0.05,East,Online,UPI
ORD00874,2026-03-27,C0089,P106,6,41.87,0.15,West,Online,UPI
ORD00871,2026-03-28,C0100,P107,2,75.71,0.05,South,Online,UPI
ORD00741,2026-03-28,C0060,P115,7,2596.04,0.15,South,Store,Net Banking
ORD00768,2026-03-29,C0133,P106,5,44.32,0.0,North,Store,UPI
ORD00667,2026-03-29,C0008,P114,4,258.32,0.1,South,Online,UPI
ORD00990,2026-03-30,C0104,P111,7,682.11,0.05,East,Online,Card
ORD00476,2026-03-30,C0087,P107,4,80.01,0.2,East,Online,Cash
ORD00479,2026-03-30,C0025,P102,2,457.28,0.0,West,Online,Card
ORD00023,2026-03-31,C0017,P103,5,163.08,0.05,East,Online,UPI
ORD00400,2026-03-31,C0169,P113,3,2314.63,0.1,East,Online,Cash
ORD00230,2026-03-31,C0138,P112,6,1784.76,0.0,North,Online,UPI
ORD00646,2026-03-31,C0185,P104,1,947.21,0.0,North,Online,Card
ORD00619,2026-03-31,C0111,P109,1,349.74,0.2,North,Online,Net Banking
ORD00577,2026-03-31,C0066,P114,3,254.01,0.05,North,Store,Card
ORD00157,2026-04-01,C0011,P110,3,1188.51,0.05,East,Online,UPI
ORD00654,2026-04-01,C0084,P104,1,789.52,0.1,West,Online,Card
ORD00021,2026-04-02,C0187,P118,7,8938.05,0.05,East,Store,Net Banking
ORD00762,2026-04-02,C0198,P112,4,1874.16,0.1,North,Store,UPI
ORD00603,2026-04-02,C0171,P119,1,694.77,0.05,West,Online,Card
ORD00117,2026-04-02,C0148,P107,6,75.66,0.1,South,Store,Card
ORD00220,2026-04-02,C0155,P103,4,179.49,0.1,South,Online,Card
ORD00210,2026-04-03,C0048,P106,7,51.91,0.05,East,Store,Net Banking
ORD00747,2026-04-03,C0102,P115,4,2659.0,0.1,South,Online,Card
ORD00458,2026-04-03,C0062,P107,1,84.1,0.0,West,Online,Card
ORD00352,2026-04-04,C0053,P118,6,10043.98,0.0,East,Online,UPI
ORD00245,2026-04-04,C0046,P118,3,9774.4,0.15,East,Online,Card
ORD00374,2026-04-04,C0126,P101,4,920.18,0.1,West,Online,UPI
ORD00435,2026-04-04,C0143,P116,5,462.67,0.1,South,Online,UPI
ORD00348,2026-04-04,C0060,P116,1,489.25,0.0,North,Store,Net Banking
ORD00353,2026-04-05,C0008,P119,1,624.43,0.05,East,Online,UPI
ORD00089,2026-04-05,C0181,P102,1,417.48,0.0,East,Online,Card
ORD00196,2026-04-05,C0056,P114,7,269.63,0.0,South,Online,UPI
ORD00560,2026-04-05,C0119,P116,5,437.87,0.2,East,Online,Card
ORD00118,2026-04-05,C0093,P118,1,8735.51,0.1,East,Store,Card
ORD00436,2026-04-05,C0106,P110,6,1340.59,0.05,North,Store,Card
ORD00207,2026-04-06,C0097,P105,1,1351.31,0.2,West,Store,Card
ORD00767,2026-04-06,C0012,P108,7,99.27,0.0,West,Store,UPI
ORD00526,2026-04-07,C0050,P112,1,1749.71,0.05,East,Online,UPI
ORD00538,2026-04-07,C0006,P119,2,667.64,0.1,North,Store,UPI
ORD00761,2026-04-07,C0194,P103,2,151.34,0.0,West,Store,UPI
ORD00490,2026-04-07,C0032,P101,1,921.67,0.0,West,Store,UPI
ORD00918,2026-04-08,C0032,P101,5,1067.37,0.0,West,Store,Net Banking
ORD00078,2026-04-08,C0173,P113,4,2711.07,0.1,West,Store,UPI
ORD00852,2026-04-08,C0137,P117,5,34.58,0.2,West,Online,UPI
ORD00960,2026-04-08,C0008,P103,1,170.67,0.0,West,Online,Net Banking
ORD00153,2026-04-08,C0068,P109,6,366.34,0.0,South,Store,Net Banking
ORD00882,2026-04-08,C0108,P109,5,344.72,0.0,East,Store,UPI
ORD00256,2026-04-09,C0070,P109,2,345.4,0.05,West,Store,Net Banking
ORD00080,2026-04-09,C0120,P120,5,433.96,0.1,East,Store,Net Banking
ORD00819,2026-04-09,C0094,P101,6,829.53,0.0,North,Online,UPI
ORD00861,2026-04-10,C0072,P110,1,1229.69,0.1,North,Online,Net Banking
ORD00594,2026-04-10,C0093,P120,2,410.99,0.0,West,Online,Cash
ORD00407,2026-04-10,C0076,P105,6,1137.77,0.1,West,Store,UPI
ORD00426,2026-04-11,C0154,P120,3,421.46,0.1,East,Online,Card
ORD00963,2026-04-11,C0186,P118,6,8427.19,0.0,East,Online,UPI
ORD00617,2026-04-11,C0056,P120,3,376.22,0.05,South,Store,Net Banking
ORD00030,2026-04-11,C0098,P115,6,2752.24,0.05,South,Store,Card
ORD00327,2026-04-11,C0006,P115,7,2753.89,0.05,East,Store,Card
ORD00959,2026-04-12,C0116,P105,4,1341.26,0.15,West,Store,UPI
ORD00014,2026-04-12,C0176,P102,4,457.52,0.1,South,Store,Card
ORD00091,2026-04-12,C0143,P102,7,367.6,0.0,East,Store,UPI
ORD00842,2026-04-13,C0120,P102,2,458.36,0.0,North,Store,Card
ORD00731,2026-04-13,C0054,P101,7,848.72,0.1,West,Store,UPI
ORD00147,2026-04-13,C0160,P102,7,439.52,0.15,West,Online,UPI
ORD00690,2026-04-14,C0196,P107,2,83.1,0.05,South,Online,Cash
ORD00202,2026-04-14,C0006,P107,5,71.82,0.0,South,Store,Card
ORD00484,2026-04-14,C0100,P117,2,35.14,0.15,East,Online,Card
ORD00571,2026-04-14,C0130,P105,7,1120.84,0.1,West,Online,Card
ORD00948,2026-04-14,C0058,P114,5,261.13,0.0,North,Online,Cash
ORD00589,2026-04-14,C0010,P106,7,46.97,0.0,West,Online,Cash
ORD00583,2026-04-14,C0164,P116,4,464.44,0.1,North,Online,UPI
ORD00502,2026-04-14,C0131,P112,3,1768.33,0.05,South,Store,Net Banking
ORD00503,2026-04-14,C0156,P115,3,2457.13,0.05,South,Store,UPI
ORD00682,2026-04-15,C0026,P114,4,228.19,0.1,South,Online,Card
ORD00461,2026-04-15,C0007,P114,5,238.86,0.1,East,Store,UPI
ORD00079,2026-04-15,C0142,P114,7,240.1,0.1,East,Store,Net Banking
ORD00167,2026-04-16,C0170,P101,3,1024.43,0.15,South,Online,Cash
ORD00602,2026-04-16,C0008,P106,2,45.52,0.05,West,Online,Card
ORD00873,2026-04-16,C0167,P120,5,443.15,0.05,South,Online,Card
ORD00899,2026-04-17,C0002,P112,2,1739.46,0.0,West,Store,Card
ORD00246,2026-04-17,C0155,P120,1,387.46,0.15,South,Online,UPI
ORD00281,2026-04-17,C0014,P103,7,164.98,0.1,West,Online,Card
ORD00579,2026-04-17,C0005,P109,3,314.54,0.2,South,Online,UPI
ORD00955,2026-04-18,C0102,P110,3,1322.41,0.15,North,Online,UPI
ORD00821,2026-04-18,C0095,P112,7,2013.56,0.0,South,Store,Net Banking
ORD00659,2026-04-18,C0052,P103,3,178.8,0.0,West,Store,UPI
ORD00057,2026-04-19,C0160,P101,3,986.21,0.0,East,Online,UPI
ORD00934,2026-04-19,C0060,P116,4,490.48,0.0,South,Online,UPI
ORD00336,2026-04-19,C0015,P110,1,1226.25,0.05,North,Online,UPI
ORD00996,2026-04-19,C0084,P113,7,2674.26,0.05,South,Store,UPI
ORD00851,2026-04-19,C0021,P120,5,404.75,0.1,South,Store,UPI
ORD00270,2026-04-19,C0192,P102,1,368.32,0.05,North,Store,Cash
ORD00545,2026-04-19,C0131,P105,6,1118.14,0.05,South,Online,Card
ORD00312,2026-04-19,C0130,P104,4,933.87,0.1,West,Online,Card
ORD00737,2026-04-20,C0199,P102,5,395.96,0.05,North,Online,UPI
ORD00105,2026-04-20,C0063,P101,6,1017.28,0.1,North,Online,UPI
ORD00620,2026-04-20,C0134,P119,3,543.03,0.1,North,Store,UPI
ORD00516,2026-04-21,C0189,P108,6,117.47,0.0,North,Online,Card
ORD00278,2026-04-21,C0022,P111,4,736.02,0.05,West,Store,Card
ORD00588,2026-04-21,C0139,P104,3,1000.58,0.1,South,Online,Card
ORD00192,2026-04-21,C0093,P117,6,30.72,0.0,West,Online,UPI
ORD00316,2026-04-21,C0027,P114,1,242.7,0.05,West,Online,UPI
ORD00319,2026-04-21,C0126,P120,3,458.41,0.0,East,Store,Card
ORD00314,2026-04-21,C0084,P112,1,1917.51,0.05,East,Store,Card
ORD00920,2026-04-21,C0109,P120,6,459.47,0.0,South,Online,Cash
ORD00346,2026-04-22,C0027,P103,2,165.01,0.1,South,Online,Cash
ORD00137,2026-04-22,C0020,P118,5,8772.1,0.0,North,Online,Net Banking
ORD00791,2026-04-22,C0051,P114,5,237.78,0.05,South,Online,Card
ORD00322,2026-04-23,C0021,P119,5,613.63,0.15,South,Online,UPI
ORD00373,2026-04-23,C0017,P113,1,2393.41,0.05,South,Online,Net Banking
ORD00720,2026-04-23,C0102,P112,5,1733.99,0.15,South,Online,UPI
ORD00113,2026-04-23,C0052,P120,4,383.39,0.1,West,Store,Net Banking
ORD00255,2026-04-23,C0163,P112,2,1913.11,0.0,East,Store,Card
ORD00396,2026-04-23,C0011,P117,1,30.43,0.1,North,Store,Net Banking
ORD00912,2026-04-23,C0188,P102,6,454.04,0.0,West,Online,Card
ORD00676,2026-04-24,C0055,P117,6,34.63,0.1,West,Store,Net Banking
ORD00721,2026-04-24,C0019,P103,4,172.15,0.15,South,Store,Card
ORD00833,2026-04-24,C0184,P108,2,112.97,0.05,South,Online,UPI
ORD00834,2026-04-25,C0036,P114,2,233.47,0.0,South,Store,Card
ORD00904,2026-04-25,C0146,P115,1,2298.83,0.05,South,Online,Net Banking
ORD00287,2026-04-25,C0125,P115,4,2560.17,0.0,North,Store,Card
ORD00275,2026-04-25,C0138,P119,3,683.14,0.05,North,Online,Card
ORD00561,2026-04-25,C0037,P103,4,178.9,0.0,North,Online,UPI
ORD00716,2026-04-25,C0098,P109,4,310.84,0.1,North,Store,Card
ORD00629,2026-04-25,C0026,P115,2,2551.76,0.15,East,Store,UPI
ORD00191,2026-04-25,C0062,P103,3,152.47,0.0,East,Online,Card
ORD00049,2026-04-25,C0194,P102,4,435.95,0.15,North,Online,UPI
ORD00872,2026-04-27,C0060,P103,7,153.55,0.15,North,Online,UPI
ORD00640,2026-04-27,C0020,P106,2,51.27,0.0,South,Store,UPI
ORD00001,2026-04-27,C0016,P101,3,899.63,0.05,South,Online,UPI
ORD00444,2026-04-27,C0134,P120,4,398.21,0.15,East,Online,Card
ORD00018,2026-04-27,C0116,P103,4,150.71,0.05,West,Online,Cash
ORD00372,2026-04-28,C0199,P111,6,695.9,0.2,South,Store,UPI
ORD00984,2026-04-28,C0023,P113,6,2574.93,0.1,North,Online,Card
ORD00124,2026-04-28,C0107,P107,2,76.8,0.05,South,Store,UPI
ORD00390,2026-04-28,C0064,P120,6,375.78,0.1,North,Online,Net Banking
ORD00198,2026-04-28,C0098,P111,1,765.27,0.0,South,Online,Cash
ORD00003,2026-04-28,C0145,P112,1,1955.95,0.0,West,Online,UPI
ORD00061,2026-04-28,C0046,P114,7,273.89,0.2,South,Online,Cash
ORD00685,2026-04-28,C0113,P110,2,1379.73,0.05,South,Online,Card
ORD00539,2026-04-28,C0039,P111,7,596.97,0.15,West,Store,Card
ORD00059,2026-04-29,C0123,P114,6,218.11,0.05,North,Online,UPI
ORD00291,2026-04-29,C0033,P108,2,110.15,0.0,West,Online,Card
ORD00808,2026-04-29,C0144,P107,7,79.3,0.15,North,Online,UPI
ORD00598,2026-04-30,C0105,P109,3,378.36,0.1,East,Online,Card
ORD00826,2026-04-30,C0159,P113,5,2397.41,0.05,North,Online,Card
ORD00771,2026-04-30,C0044,P117,5,30.64,0.15,North,Online,UPI
ORD00445,2026-04-30,C0009,P118,1,8865.69,0.15,South,Online,Net Banking
ORD00339,2026-05-01,C0163,P104,1,983.67,0.1,North,Online,Cash
ORD00241,2026-05-01,C0012,P118,2,9988.22,0.0,West,Online,Net Banking
ORD00605,2026-05-02,C0057,P111,3,598.11,0.05,West,Online,UPI
ORD00894,2026-05-02,C0138,P104,5,993.17,0.2,North,Online,Card
ORD00869,2026-05-02,C0152,P119,7,678.34,0.15,West,Online,Card
ORD00020,2026-05-02,C0146,P104,3,978.22,0.0,West,Online,Card
ORD00214,2026-05-02,C0045,P108,6,102.82,0.1,South,Store,Cash
ORD00471,2026-05-03,C0041,P109,4,372.04,0.15,South,Online,UPI
ORD00126,2026-05-03,C0169,P105,7,1234.6,0.15,East,Online,Cash
ORD00536,2026-05-03,C0162,P119,6,684.16,0.1,South,Store,Card
ORD00699,2026-05-03,C0105,P108,1,110.45,0.1,North,Store,Cash
ORD00739,2026-05-04,C0149,P108,1,115.68,0.0,South,Store,UPI
ORD00792,2026-05-05,C0015,P117,4,33.31,0.15,South,Store,Net Banking
ORD00488,2026-05-05,C0053,P106,6,51.49,0.0,North,Online,Net Banking
ORD00405,2026-05-06,C0041,P114,1,272.12,0.05,South,Store,Card
ORD00186,2026-05-06,C0197,P108,3,111.15,0.0,North,Online,UPI
ORD00301,2026-05-06,C0004,P102,7,449.64,0.1,North,Online,Card
ORD00601,2026-05-07,C0020,P118,5,9120.75,0.0,South,Online,UPI
ORD00260,2026-05-07,C0063,P108,7,115.78,0.0,East,Online,UPI
ORD00858,2026-05-08,C0121,P107,3,77.83,0.1,North,Store,UPI
ORD00656,2026-05-08,C0128,P117,7,36.41,0.15,North,Online,UPI
ORD00830,2026-05-08,C0170,P113,3,2160.85,0.15,East,Online,UPI
ORD00944,2026-05-09,C0050,P103,2,164.52,0.05,South,Online,Card
ORD00727,2026-05-09,C0109,P120,5,451.87,0.05,West,Online,Card
ORD00081,2026-05-09,C0158,P118,3,9878.48,0.0,South,Store,UPI
ORD00799,2026-05-09,C0125,P110,4,1093.65,0.0,South,Online,Card
ORD00269,2026-05-10,C0068,P118,3,9207.72,0.15,East,Online,UPI
ORD00558,2026-05-10,C0078,P102,6,411.93,0.0,East,Store,UPI
ORD00422,2026-05-10,C0158,P106,1,44.77,0.1,West,Online,Card
ORD00419,2026-05-10,C0097,P103,7,146.76,0.0,East,Online,Card
ORD00649,2026-05-10,C0171,P115,4,2159.59,0.05,East,Online,Card
ORD00897,2026-05-10,C0185,P109,1,374.87,0.1,North,Store,Card
ORD00805,2026-05-10,C0156,P109,1,337.15,0.05,North,Online,UPI
ORD00732,2026-05-11,C0199,P109,2,331.22,0.1,West,Store,UPI
ORD00357,2026-05-11,C0050,P119,5,693.48,0.1,North,Store,Cash
ORD00953,2026-05-11,C0172,P106,2,44.15,0.0,West,Online,Cash
ORD00172,2026-05-12,C0139,P102,2,411.54,0.0,North,Store,Net Banking
ORD00726,2026-05-12,C0083,P116,2,446.93,0.0,North,Store,Cash
ORD00475,2026-05-12,C0012,P110,7,1377.14,0.1,South,Online,Cash
ORD00203,2026-05-12,C0147,P119,5,621.56,0.0,West,Online,UPI
ORD00201,2026-05-12,C0033,P119,5,604.66,0.1,East,Online,Net Banking
ORD00090,2026-05-13,C0073,P110,3,1364.19,0.05,South,Online,UPI
ORD00597,2026-05-13,C0094,P103,4,161.16,0.15,South,Online,Card
ORD00387,2026-05-13,C0072,P109,7,311.82,0.1,North,Online,Net Banking
ORD00170,2026-05-13,C0025,P108,1,105.32,0.1,West,Online,Card
ORD00132,2026-05-13,C0054,P105,1,1271.53,0.05,East,Online,UPI
ORD00227,2026-05-13,C0031,P118,5,7775.53,0.0,South,Online,Card
ORD00879,2026-05-14,C0069,P108,1,108.97,0.05,East,Online,Card
ORD00047,2026-05-14,C0108,P103,2,169.9,0.0,South,Online,Card
ORD00573,2026-05-14,C0145,P111,4,757.25,0.05,South,Store,Cash
ORD00508,2026-05-14,C0191,P119,7,598.37,0.1,North,Online,Card
ORD00412,2026-05-14,C0054,P105,4,1106.69,0.0,North,Online,Cash
ORD00371,2026-05-14,C0153,P115,6,2583.95,0.0,South,Store,Net Banking
ORD00650,2026-05-15,C0178,P103,5,183.23,0.1,South,Online,Card
ORD00510,2026-05-15,C0135,P107,3,75.06,0.0,North,Online,UPI
ORD00746,2026-05-15,C0172,P115,3,2351.14,0.15,North,Store,Cash
ORD00024,2026-05-16,C0014,P111,2,680.73,0.1,West,Online,Cash
ORD00551,2026-05-16,C0026,P114,6,238.66,0.15,South,Online,Net Banking
ORD00382,2026-05-16,C0130,P106,6,44.59,0.0,East,Store,Net Banking
ORD00606,2026-05-17,C0064,P102,5,390.26,0.15,South,Online,Net Banking
ORD00636,2026-05-17,C0069,P103,3,170.14,0.15,North,Store,UPI
ORD00447,2026-05-17,C0073,P104,4,770.07,0.1,South,Store,UPI
ORD00815,2026-05-17,C0077,P111,3,703.69,0.1,South,Online,UPI
ORD00356,2026-05-17,C0174,P114,7,218.71,0.0,West,Online,Card
ORD00887,2026-05-18,C0176,P113,5,2204.76,0.05,South,Store,Net Banking
ORD00173,2026-05-18,C0187,P108,2,97.73,0.15,West,Store,Card
ORD00309,2026-05-18,C0075,P113,4,2479.39,0.1,North,Online,UPI
ORD00417,2026-05-18,C0168,P107,1,76.48,0.1,West,Store,Card
ORD00406,2026-05-19,C0145,P119,4,566.08,0.0,South,Online,Card
ORD00809,2026-05-20,C0106,P109,2,375.39,0.1,South,Store,Net Banking
ORD00580,2026-05-20,C0193,P112,2,1814.23,0.1,South,Online,Net Banking
ORD00397,2026-05-20,C0045,P113,4,2330.21,0.1,North,Online,Cash
ORD00541,2026-05-21,C0115,P110,2,1242.59,0.1,East,Online,UPI
ORD00695,2026-05-21,C0142,P120,7,369.51,0.15,North,Store,UPI
ORD00044,2026-05-21,C0161,P114,1,245.95,0.1,East,Store,UPI
ORD00582,2026-05-21,C0184,P114,1,272.47,0.05,South,Store,UPI
ORD00143,2026-05-22,C0082,P117,4,36.43,0.0,East,Online,Cash
ORD00779,2026-05-22,C0123,P117,5,29.69,0.0,West,Online,UPI
ORD00401,2026-05-22,C0136,P119,1,607.61,0.2,East,Online,Net Banking
ORD00493,2026-05-23,C0082,P102,4,434.88,0.0,East,Online,UPI
ORD00431,2026-05-23,C0103,P103,7,157.91,0.0,South,Online,Card
ORD00631,2026-05-23,C0001,P101,5,986.96,0.1,East,Online,Card
ORD00992,2026-05-23,C0065,P104,1,959.73,0.1,West,Store,Net Banking
ORD00199,2026-05-24,C0040,P120,1,400.99,0.0,North,Online,UPI
ORD00774,2026-05-24,C0176,P108,6,97.81,0.05,West,Online,Card
ORD00710,2026-05-24,C0176,P104,4,912.2,0.15,East,Store,UPI
ORD00005,2026-05-24,C0026,P120,4,446.81,0.05,West,Online,UPI
ORD00136,2026-05-25,C0099,P113,5,2696.59,0.15,South,Online,Card
ORD00304,2026-05-25,C0039,P114,5,235.86,0.15,South,Store,UPI
ORD00496,2026-05-25,C0150,P110,1,1256.93,0.2,East,Store,UPI
ORD00889,2026-05-25,C0143,P105,1,1198.85,0.15,South,Online,Card
ORD00101,2026-05-25,C0124,P119,7,607.73,0.15,North,Online,Cash
ORD00175,2026-05-25,C0038,P117,6,31.2,0.15,South,Online,Net Banking
ORD00036,2026-05-25,C0108,P103,5,143.12,0.0,North,Online,Card
ORD00313,2026-05-26,C0175,P110,7,1224.94,0.0,West,Online,Cash
ORD00063,2026-05-26,C0190,P114,3,220.87,0.15,West,Online,Card
ORD00857,2026-05-26,C0122,P109,1,331.45,0.1,East,Store,UPI
ORD00480,2026-05-26,C0045,P111,1,744.83,0.05,North,Online,UPI
ORD00216,2026-05-27,C0181,P109,2,356.84,0.1,South,Store,UPI
ORD00790,2026-05-27,C0036,P117,5,32.78,0.05,South,Store,Card
ORD00793,2026-05-27,C0068,P108,3,115.94,0.05,South,Store,Net Banking
ORD00568,2026-05-28,C0111,P101,5,1084.33,0.05,South,Store,Net Banking
ORD00802,2026-05-28,C0052,P109,7,314.07,0.15,East,Store,Card
ORD00684,2026-05-28,C0047,P103,3,144.81,0.2,South,Store,Net Banking
ORD00928,2026-05-28,C0123,P117,3,30.89,0.0,North,Store,Card
ORD00980,2026-05-29,C0136,P119,6,670.76,0.0,North,Store,UPI
ORD00907,2026-05-29,C0118,P111,4,698.27,0.0,East,Online,Cash
ORD00632,2026-05-29,C0119,P120,4,440.34,0.0,South,Store,UPI
ORD00224,2026-05-29,C0133,P114,4,233.76,0.05,North,Store,Card
ORD00618,2026-05-29,C0156,P102,7,389.47,0.1,West,Store,Card
ORD00082,2026-05-29,C0068,P106,7,46.58,0.1,North,Online,Net Banking
ORD00673,2026-05-30,C0175,P119,7,590.16,0.15,East,Online,UPI
ORD00922,2026-05-30,C0097,P110,1,1262.8,0.2,South,Store,Card
ORD00455,2026-05-30,C0092,P120,3,429.33,0.1,East,Store,Card
ORD00342,2026-05-30,C0024,P117,5,30.42,0.05,North,Online,Net Banking
ORD00614,2026-05-31,C0049,P116,7,434.33,0.1,East,Online,UPI
ORD00193,2026-05-31,C0115,P105,5,1162.66,0.0,West,Online,UPI
ORD00279,2026-05-31,C0120,P105,4,1072.39,0.05,West,Store,Cash
ORD00788,2026-05-31,C0143,P113,7,2727.36,0.15,West,Store,Net Banking
ORD00416,2026-05-31,C0161,P107,6,83.17,0.15,North,Online,Net Banking
ORD00139,2026-05-31,C0061,P113,4,2285.02,0.05,North,Store,UPI
ORD00354,2026-06-01,C0079,P119,4,645.46,0.0,West,Store,Card
ORD00362,2026-06-01,C0172,P119,4,665.91,0.15,East,Store,Cash
ORD00432,2026-06-01,C0090,P114,6,273.26,0.1,West,Online,Net Banking
ORD00016,2026-06-01,C0059,P101,1,1014.95,0.05,South,Online,UPI
ORD00662,2026-06-01,C0124,P118,5,8287.27,0.1,South,Store,Card
ORD00921,2026-06-01,C0036,P119,1,541.53,0.15,North,Online,Card
ORD00052,2026-06-02,C0034,P114,7,241.22,0.0,East,Store,UPI
ORD00495,2026-06-02,C0146,P102,2,422.01,0.0,South,Online,Net Banking
ORD00867,2026-06-02,C0068,P114,6,245.06,0.15,South,Online,UPI
ORD00848,2026-06-03,C0119,P119,7,638.76,0.1,South,Online,Cash
ORD00674,2026-06-03,C0034,P114,3,215.67,0.15,South,Store,Card
ORD00271,2026-06-03,C0017,P115,1,2410.59,0.2,West,Online,Card
ORD00938,2026-06-03,C0172,P101,1,934.87,0.1,West,Store,Card
ORD00641,2026-06-03,C0181,P109,7,346.93,0.0,West,Online,Cash
ORD00121,2026-06-03,C0117,P103,3,146.22,0.0,North,Online,Card
ORD00994,2026-06-03,C0030,P101,4,885.59,0.1,West,Online,Card
ORD00890,2026-06-03,C0163,P117,7,35.49,0.15,West,Online,Net Banking
ORD00473,2026-06-03,C0106,P118,7,7982.13,0.0,North,Online,UPI
ORD00389,2026-06-03,C0018,P105,2,1299.8,0.0,North,Online,Card
ORD00559,2026-06-04,C0002,P107,6,72.45,0.0,East,Store,Cash
ORD00237,2026-06-04,C0082,P110,4,1190.62,0.1,North,Online,UPI
ORD00209,2026-06-04,C0059,P110,6,1206.54,0.1,South,Online,Net Banking
ORD00528,2026-06-04,C0179,P110,5,1238.02,0.0,West,Online,Cash
ORD00034,2026-06-04,C0168,P118,7,7985.09,0.1,West,Store,UPI
ORD00521,2026-06-04,C0108,P108,7,106.5,0.0,North,Online,Card
ORD00017,2026-06-05,C0082,P111,5,593.76,0.05,East,Online,Card
ORD00675,2026-06-05,C0193,P120,2,357.45,0.15,South,Online,Cash
ORD00517,2026-06-06,C0024,P115,6,2292.22,0.05,East,Online,Card
ORD00043,2026-06-06,C0141,P120,6,362.26,0.05,East,Online,Card
ORD00523,2026-06-06,C0020,P102,6,405.6,0.1,West,Online,UPI
ORD00550,2026-06-06,C0099,P116,2,500.0,0.05,West,Online,Net Banking
ORD00553,2026-06-06,C0100,P118,6,7958.98,0.15,West,Store,UPI
ORD00729,2026-06-06,C0129,P103,6,150.32,0.15,West,Online,UPI
ORD00704,2026-06-07,C0198,P114,1,218.23,0.0,South,Store,UPI
ORD00825,2026-06-07,C0141,P108,6,106.87,0.0,North,Store,UPI
ORD00542,2026-06-08,C0186,P108,5,98.78,0.15,North,Store,UPI
ORD00211,2026-06-09,C0169,P115,1,2727.12,0.05,South,Online,UPI
ORD00038,2026-06-10,C0015,P114,4,222.71,0.05,East,Store,UPI
ORD00787,2026-06-10,C0124,P117,7,38.2,0.15,West,Online,Net Banking
ORD00077,2026-06-10,C0003,P112,7,1778.78,0.0,North,Online,UPI
ORD00411,2026-06-10,C0080,P110,1,1087.02,0.1,West,Online,UPI
ORD00668,2026-06-10,C0157,P106,5,45.75,0.15,North,Store,Cash
ORD00738,2026-06-11,C0143,P101,5,852.66,0.0,East,Online,Net Banking
ORD00448,2026-06-11,C0103,P118,3,9766.08,0.05,East,Store,Card
ORD00122,2026-06-11,C0110,P107,3,92.16,0.1,East,Store,UPI
ORD00765,2026-06-11,C0154,P109,1,295.07,0.1,South,Store,UPI
ORD00653,2026-06-11,C0038,P114,4,244.53,0.0,South,Online,UPI
ORD00434,2026-06-12,C0122,P116,2,461.36,0.0,East,Online,Cash
ORD00522,2026-06-13,C0126,P117,1,35.62,0.1,North,Store,Card
ORD00562,2026-06-13,C0069,P113,5,2606.79,0.1,South,Online,UPI
ORD00621,2026-06-13,C0108,P115,4,2222.2,0.05,East,Store,Net Banking
ORD00022,2026-06-13,C0103,P106,3,53.34,0.05,West,Online,Card
ORD00911,2026-06-13,C0024,P107,1,85.03,0.15,South,Online,Net Banking
ORD00097,2026-06-14,C0187,P109,7,320.73,0.0,West,Online,UPI
ORD00468,2026-06-14,C0127,P119,5,566.44,0.0,South,Online,UPI
ORD00866,2026-06-14,C0037,P110,3,1297.12,0.0,North,Store,Cash
ORD00776,2026-06-14,C0070,P110,6,1301.58,0.05,North,Online,Cash
ORD00162,2026-06-15,C0029,P109,5,341.71,0.2,South,Store,Cash
